-0.635873795	-0.693989336	-0.416271001	-0.392758101	-0.262602001
				
-0.636054933	-0.256271929	-0.197581753	-0.191415191	-0.152070999
				
-0.649153292	-0.503112376	-0.641867757	-0.747582793	-0.601095736
				
-0.658297241	-0.622070074	-0.74652493	-0.836106122	-0.742751837
				
-0.666261435	-0.73921442	-0.801802576	-0.882479608	-0.801325977
				
-0.671539783	-0.762667358	-0.817686677	-0.896335781	-0.81915915
				
-0.676775336	-0.784079254	-0.835319817	-0.911228955	-0.837578416
				
-0.675599456	-0.778140843	-0.821602941	-0.902281582	-0.830442309
				
-0.681450844	-0.785311759	-0.81856668	-0.899549305	-0.830603838
				
-0.681849122	-0.792522073	-0.810708523	-0.891865909	-0.823303342
				
-0.680221975	-0.772127628	-0.789679945	-0.87608093	-0.808315098
				
-0.679527462	-0.768283963	-0.774765611	-0.862055719	-0.798785031
				
-0.667199135	-0.712739289	-0.741633236	-0.83474189	-0.768841982
				
-0.657775402	-0.669648051	-0.708800256	-0.813083649	-0.741884053
				
-0.648406863	-0.631202519	-0.675341725	-0.786648452	-0.712637603
				
-0.642978966	-0.632192373	-0.66113162	-0.770851254	-0.694484115
				
-0.640072584	-0.620489419	-0.638103783	-0.748444855	-0.670507431
				
-0.642909348	-0.637591124	-0.6474756	-0.756511271	-0.67453289
				
-0.642000139	-0.638652503	-0.639983833	-0.75065887	-0.664694726
				
-0.644551218	-0.643576622	-0.639114439	-0.742219925	-0.657668948
				
-0.647265673	-0.649400294	-0.64283967	-0.745735109	-0.660896301
				
-0.650516391	-0.638422668	-0.643080771	-0.741649926	-0.657994568
				
-0.643947959	-0.616875708	-0.640589058	-0.73470515	-0.653415442
				
-0.638829529	-0.593692422	-0.651992321	-0.743754268	-0.660005808
				
-0.636185169	-0.571462989	-0.652888894	-0.741445422	-0.658828735
				
-0.633162796	-0.566458881	-0.660257101	-0.748295963	-0.665499747
				
-0.631064415	-0.546385705	-0.649362743	-0.736554205	-0.657337189
				
-0.629333615	-0.549873829	-0.655406654	-0.744132817	-0.665110767
				
-0.627262771	-0.529498994	-0.633143783	-0.719870508	-0.645825148
				
-0.627393425	-0.531687379	-0.635146499	-0.72517699	-0.651313782
				
-0.626044035	-0.527799964	-0.627890885	-0.71933949	-0.647679627
				
-0.624105573	-0.529015422	-0.633960247	-0.726603866	-0.65485388
				
-0.622751713	-0.523829818	-0.624011397	-0.719140291	-0.649954438
				
-0.622476101	-0.522332072	-0.626837611	-0.722628295	-0.654206157
				
-0.621311069	-0.522572398	-0.636255622	-0.735245824	-0.669864893
				
-0.622597992	-0.524245977	-0.641063511	-0.740181029	-0.673581243
				
-0.622036994	-0.527547359	-0.6465078	-0.745225489	-0.679015815
				
-0.620917022	-0.523546636	-0.647581518	-0.745459259	-0.68053633
				
-0.621386766	-0.507838547	-0.635777116	-0.73570478	-0.67323339
				
-0.61803031	-0.506169617	-0.636246741	-0.735980034	-0.677205563
				
-0.614615381	-0.502481937	-0.633117914	-0.732410669	-0.675028265
				
-0.612970233	-0.495531976	-0.623098671	-0.722181737	-0.667910337
				
-0.610701203	-0.494149655	-0.618937731	-0.715262234	-0.663086176
				
-0.609388947	-0.497139871	-0.618668914	-0.716300189	-0.665676951
				
-0.609497666	-0.509563386	-0.628145754	-0.72393465	-0.67376399
				
-0.608855605	-0.516783655	-0.638481319	-0.734432936	-0.683568656
				
-0.60786742	-0.522674501	-0.640664339	-0.736120224	-0.684423566
				
-0.607015789	-0.525525272	-0.646384239	-0.740508676	-0.687688053
				
-0.608695924	-0.524114966	-0.646664321	-0.739845097	-0.689586461
				
-0.610720754	-0.526783943	-0.650626004	-0.743370295	-0.693466067
				
-0.61054641	-0.530985594	-0.654229164	-0.747059703	-0.696829021
				
-0.609987497	-0.53258419	-0.657264531	-0.749532521	-0.698909402
				
-0.608570039	-0.542022824	-0.664476454	-0.758359551	-0.708704293
				
-0.607747316	-0.545735121	-0.669447362	-0.764195859	-0.715422034
				
-0.607906938	-0.543679774	-0.670381248	-0.765357256	-0.718032837
				
-0.608029068	-0.533643544	-0.66480577	-0.760744333	-0.714446843
				
-0.608768106	-0.529948771	-0.656362712	-0.752958894	-0.706381321
				
-0.607819378	-0.536822081	-0.653486729	-0.747999132	-0.699967861
				
-0.605934203	-0.541110992	-0.646876633	-0.739475906	-0.691565931
				
-0.605097413	-0.543592155	-0.643029392	-0.734243214	-0.687738776
				
-0.605253339	-0.539504528	-0.636527419	-0.728768945	-0.685095906
				
-0.604999363	-0.53297931	-0.629036367	-0.722322524	-0.681046367
				
-0.605111361	-0.514577091	-0.612349749	-0.706769884	-0.668379903
				
-0.606272697	-0.488373876	-0.592324257	-0.68759805	-0.652789533
				
-0.608094752	-0.474629104	-0.594317794	-0.689856648	-0.657712638
				
-0.608382225	-0.449186921	-0.58386296	-0.680876434	-0.65155232
				
-0.610222995	-0.432703674	-0.572701216	-0.671282172	-0.643436193
				
-0.612868428	-0.429578424	-0.569351971	-0.668058455	-0.642002702
				
-0.616986513	-0.43287456	-0.562641799	-0.661410093	-0.63847357
				
-0.620133221	-0.443816721	-0.561442316	-0.659035027	-0.639088213
				
-0.622888148	-0.453721851	-0.562340915	-0.658252358	-0.641101003
				
-0.625008464	-0.459289551	-0.564193368	-0.658447742	-0.641061008
				
-0.625168443	-0.459482402	-0.565990984	-0.660013914	-0.641284108
				
-0.625880301	-0.463231981	-0.576053977	-0.671461821	-0.649425864
				
-0.625193238	-0.467388868	-0.586862564	-0.685440421	-0.659654915
				
-0.624955893	-0.470599532	-0.593751967	-0.695367754	-0.666968644
				
-0.624056578	-0.473421872	-0.598134398	-0.702090204	-0.671444535
				
-0.623347819	-0.475485742	-0.599231601	-0.704748392	-0.673695207
				
-0.621605992	-0.472316056	-0.593181193	-0.69983083	-0.668879628
				
-0.619244218	-0.461134404	-0.579737782	-0.68654716	-0.656043887
				
-0.616505861	-0.44762224	-0.565665662	-0.67091769	-0.641408086
				
-0.615852177	-0.442491263	-0.558487117	-0.661754727	-0.63289243
				
-0.616867542	-0.439245492	-0.553146601	-0.654900849	-0.627261698
				
