-0.566952705	-0.199930146	-0.914642215	-0.830261528	-0.585838437
				
-0.566473782	-0.200024515	-0.914592981	-0.829658806	-0.58599925
				
-0.565670013	-0.20030871	-0.914362371	-0.829016805	-0.585494161
				
-0.564946413	-0.200041726	-0.914076567	-0.828376412	-0.584571958
				
-0.564134598	-0.200298607	-0.914444447	-0.829167783	-0.586149216
				
-0.563294291	-0.20094125	-0.914763153	-0.830941737	-0.589514136
				
-0.562494516	-0.201107427	-0.914906979	-0.831968904	-0.591460347
				
-0.561731756	-0.200798944	-0.914403975	-0.831920683	-0.591626942
				
-0.561362028	-0.200332999	-0.913163543	-0.831725419	-0.591352999
				
-0.561262369	-0.200594738	-0.911361039	-0.830727458	-0.590726614
				
-0.561376452	-0.201259986	-0.909343481	-0.828421712	-0.588663876
				
-0.561805129	-0.20174785	-0.907256901	-0.82650131	-0.587696612
				
-0.562054992	-0.203900382	-0.905796349	-0.82436049	-0.586659789
				
-0.562960327	-0.205886647	-0.904407442	-0.820606947	-0.582836747
				
-0.563585162	-0.207989752	-0.903018177	-0.815566003	-0.577351332
				
-0.563915372	-0.20913744	-0.901780844	-0.811170816	-0.572272241
				
-0.563853145	-0.209813803	-0.901417971	-0.809591651	-0.569876909
				
-0.563977361	-0.209515139	-0.901671767	-0.808580041	-0.568390131
				
-0.563740849	-0.208537742	-0.902393818	-0.807970941	-0.567094743
				
-0.563738823	-0.207713351	-0.903119802	-0.807893038	-0.566339612
				
-0.563527465	-0.206565797	-0.90403235	-0.808722675	-0.566684127
				
-0.563264668	-0.205376089	-0.905087054	-0.809484482	-0.5662117
				
-0.563150167	-0.205080345	-0.905937612	-0.810681999	-0.565940857
				
-0.563025832	-0.204841793	-0.907037854	-0.812813818	-0.566484213
				
-0.562819421	-0.20456022	-0.908056557	-0.81474781	-0.566715121
				
-0.56272918	-0.204008475	-0.908830166	-0.81691432	-0.567216694
				
-0.562799752	-0.203518614	-0.909434617	-0.819013357	-0.568380773
				
-0.563065052	-0.203276157	-0.910007715	-0.820748091	-0.569592953
				
-0.563404918	-0.203549117	-0.91045022	-0.822722435	-0.5710814
				
-0.563521147	-0.203995064	-0.910646021	-0.825062633	-0.573686004
				
-0.563841224	-0.20472087	-0.910588145	-0.827599883	-0.575859308
				
-0.564088583	-0.205604136	-0.910162628	-0.830823064	-0.579031944
				
-0.564406574	-0.205693185	-0.910477102	-0.833726585	-0.582521319
				
-0.564657688	-0.20550929	-0.910547256	-0.836529672	-0.586267352
				
-0.565105021	-0.205768645	-0.910348296	-0.837873101	-0.588328838
				
-0.565953255	-0.206330016	-0.910000563	-0.838498056	-0.590121269
				
-0.566686332	-0.207166687	-0.909799337	-0.838967919	-0.591623306
				
-0.567334652	-0.20760718	-0.909758925	-0.839734554	-0.592926741
				
